gear_type,gearbox_type,material,module,teeth,load,speed,gear_ratio,heat_treatment,surface_finish,quantity,delivery_type,price
Helical,Agricultural,Steel,8.455583075486334,58,8392.36607676475,1291.4107106485458,32.9853242501039,False,Raw,5,Normal,41276.69
Helical,Industrial,Stainless Steel,5.074158449548622,126,2905.5927119198805,3277.0836531020595,77.4027839847028,True,Raw,10,Normal,71459.97
Helical,Automotive,Alloy Steel,8.701186311287682,37,2622.071240461093,4080.9216277039022,92.24377370538281,False,Polished,5,Urgent,89697.37
Worm,Industrial,Cast Iron,8.41197454458909,148,5509.732815832956,1903.754887678847,41.017412288759324,False,Ground,10,Urgent,56984.05
Helical,Agricultural,Cast Iron,9.040334699265271,62,8616.602642457818,964.4233599046604,10.732216317142898,True,Polished,100,Normal,40702.53
Spur,Automotive,Cast Iron,1.4344710720458238,105,1064.984769497496,1781.1489212949978,69.56904760255787,False,Raw,1,Urgent,32675.71
Worm,Agricultural,Stainless Steel,2.675170594975461,121,5696.5282870789515,2778.1360232006928,90.84523627930926,True,Raw,10,Urgent,89408.74
Worm,Aerospace,Alloy Steel,3.6652884796127845,147,6136.409733043466,3355.981585195142,98.0602994774053,False,Ground,1,Normal,103514.62
Helical,Aerospace,Alloy Steel,2.226073490540741,16,5839.997831176648,2794.013470288004,81.54064742895673,False,Honed,5,Urgent,93977.39
Spur,Aerospace,Cast Iron,5.369228387071428,50,2263.123013170541,1357.9784294103135,27.553451899949074,True,Polished,10,Normal,41200.96
Worm,Agricultural,Cast Iron,8.190792010351528,79,734.8785330560587,4598.292026142745,36.463803586181946,True,Honed,1,Urgent,61719.81
Bevel,Agricultural,Stainless Steel,9.56063629764734,51,8960.419585487647,2245.281762433931,14.537231217980292,True,Ground,100,Urgent,86874.28
Worm,Agricultural,Stainless Steel,9.006167210288194,47,5787.672811344794,2348.9528708326166,71.56181195799753,True,Polished,10,Urgent,121897.06
Helical,Industrial,Steel,5.116030120142275,160,7702.25388873469,4840.187604542453,17.75618581327971,False,Polished,1,Urgent,67993.4
Spur,Agricultural,Stainless Steel,6.72841991233857,108,3707.9263128519788,4355.000507177174,43.76464301197506,False,Honed,10,Normal,54015.49
Helical,Aerospace,Steel,3.076265111037876,37,520.7724731336582,4050.7189392334612,53.643804002999005,True,Raw,100,Urgent,52439.52
Bevel,Marine,Cast Iron,4.627080999387278,115,2669.6965609322274,995.1859790481677,38.87073917511107,True,Honed,1,Normal,55117.0
Bevel,Agricultural,Alloy Steel,8.840643358780028,114,826.3200278673478,4206.627812585564,15.819907524943009,False,Honed,100,Urgent,79636.65
Bevel,Marine,Stainless Steel,1.2627776981753271,86,874.5883797645582,2331.012342052303,29.692224041216853,False,Raw,50,Normal,73170.1
Helical,Aerospace,Alloy Steel,5.794833453791269,96,2223.147513798366,1126.0295303015973,63.643738435964245,False,Polished,5,Urgent,80693.94
Worm,Agricultural,Stainless Steel,8.855184681091192,124,6372.423529322237,4955.321633515778,72.95554220866624,False,Raw,5,Normal,76450.07
Helical,Industrial,Stainless Steel,2.098088864656844,67,8195.932097802906,943.0658756086889,61.848975308064276,True,Raw,10,Normal,85014.64
Spur,Industrial,Steel,9.842915817560097,68,8231.434606180297,4617.494367274306,96.60944837695259,True,Ground,1,Urgent,69834.98
Worm,Marine,Stainless Steel,1.1115231758305226,198,9383.789636453062,102.58981627443315,61.74939562192001,True,Honed,50,Urgent,104823.85
Bevel,Industrial,Cast Iron,8.97508010316848,139,6598.177810441476,2245.798493129385,23.308613841701085,False,Honed,5,Urgent,48613.13
Helical,Industrial,Alloy Steel,4.183053169554702,112,296.62332169733156,246.49034022938156,49.61423872305074,True,Ground,10,Urgent,92778.1
Bevel,Industrial,Stainless Steel,2.1942152350998643,146,3836.2841076316927,4571.015494344316,83.7867082609196,True,Raw,5,Urgent,99714.28
Bevel,Aerospace,Alloy Steel,2.416223577290816,181,1203.4584240554766,716.8562593195066,33.25436084360247,True,Polished,100,Urgent,73755.92
Spur,Industrial,Alloy Steel,7.310608465188437,152,7796.900997476176,3398.1825220558953,73.96604569055887,False,Polished,50,Normal,43467.85
Worm,Automotive,Alloy Steel,8.836477089903497,95,1284.922132995627,3192.979838881482,78.73400108983492,True,Ground,5,Urgent,123878.89
Spur,Agricultural,Stainless Steel,6.769597184261091,173,1148.6323002968618,3917.4352024679747,93.4625570940847,False,Raw,100,Urgent,50619.08
Spur,Industrial,Steel,9.358524742246777,111,379.265453176212,3759.700461912948,40.71636334028518,False,Honed,100,Normal,38564.24
Spur,Industrial,Alloy Steel,8.582309155512093,192,9559.477541712828,258.9994049306489,26.682999937056287,True,Raw,100,Urgent,48207.83
Bevel,Industrial,Alloy Steel,1.081286262465854,57,7878.529567300554,2003.1630720594526,51.28687742517513,False,Polished,25,Urgent,71559.41
Spur,Automotive,Stainless Steel,7.024866979871213,196,3399.777095101725,1680.3630245308925,99.37464744087355,False,Honed,100,Normal,51051.88
Spur,Industrial,Stainless Steel,3.7417121984286332,72,3826.7494342972545,4867.137791548652,90.31086711574547,True,Raw,50,Normal,43089.11
Worm,Industrial,Cast Iron,5.090500105483691,67,688.3414442510086,3896.976689632857,29.11155130486104,True,Honed,1,Normal,64490.43
Worm,Agricultural,Cast Iron,1.8462767332080405,40,1663.377567665001,3569.002853508616,20.474857813283624,False,Ground,50,Urgent,46659.83
Spur,Automotive,Steel,3.5388924568448537,122,3183.368600820673,2266.5858949195376,48.21883733655594,False,Raw,10,Urgent,37303.33
Worm,Automotive,Steel,6.694173706892568,103,3939.8930884537026,4465.744830165326,17.411676696605536,True,Raw,1,Normal,80173.24
Worm,Industrial,Steel,2.9654391723069162,153,6237.766495335478,182.41630271477646,76.04509875388864,True,Polished,5,Normal,80195.75
Spur,Automotive,Steel,6.827830014440737,113,3568.2902688409026,1219.3496015763037,4.624647448888387,False,Ground,50,Normal,26290.39
Bevel,Marine,Alloy Steel,9.307289537170051,82,9550.545086958722,3505.5627204654375,23.247848620009794,False,Polished,1,Urgent,99656.4
Spur,Automotive,Stainless Steel,1.0444627450446151,24,3493.6626788453054,2591.1004718637532,2.8038599531144723,False,Honed,5,Urgent,86811.46
Worm,Automotive,Cast Iron,8.071936477568725,156,9421.794063682144,2715.6556504749556,23.447087120670194,False,Raw,100,Normal,45620.76
Bevel,Automotive,Alloy Steel,6.771869921468695,168,7325.610949733344,2140.0902032526146,6.178912879731234,True,Honed,50,Normal,79180.41
Helical,Aerospace,Stainless Steel,1.4196948646041303,92,9008.985654141181,915.6455758417183,67.68167997943746,False,Polished,1,Normal,78534.11
Bevel,Aerospace,Stainless Steel,8.111504235206983,111,7061.256130777297,914.4852652791454,57.45710883686154,False,Raw,100,Urgent,74919.45
Worm,Aerospace,Alloy Steel,3.0206893162341797,94,5728.981966512008,1542.9579818788063,22.177473889565444,False,Polished,10,Urgent,110487.88
Bevel,Automotive,Alloy Steel,3.3923848665036234,127,5139.919560691693,2394.7172450331077,21.302641186641964,False,Honed,100,Normal,77745.33
Spur,Marine,Cast Iron,1.8416411422243604,136,2984.2478999623922,4138.216585799088,29.828157310461094,True,Honed,5,Urgent,39520.69
Helical,Automotive,Steel,5.809418338089334,13,3051.9224657004706,2289.4769060940444,80.02307908941874,True,Ground,5,Urgent,59807.19
Helical,Industrial,Steel,5.48401366241404,73,2309.7378556339354,4499.1970726296,15.899823549112512,True,Honed,10,Normal,55304.33
Helical,Marine,Cast Iron,4.124570557026601,31,3916.854206322575,690.5318442795333,13.048380825765111,True,Raw,10,Urgent,39475.89
Worm,Aerospace,Cast Iron,2.5187842699009577,195,1357.032780035268,1431.6875870251993,51.29698315451989,False,Honed,10,Normal,51684.32
Worm,Agricultural,Steel,8.541581990491594,101,3937.2901481490285,445.56644260004424,86.63006325508465,True,Polished,1,Urgent,92241.77
Helical,Marine,Alloy Steel,8.887405870609046,191,8354.063094829395,2599.1252734501127,23.186989436763934,True,Raw,10,Urgent,84100.98
Bevel,Aerospace,Steel,5.865216496423049,164,8715.893633655904,541.1582464433088,11.519372866474752,False,Raw,100,Urgent,50094.29
Helical,Marine,Stainless Steel,3.198028002394403,73,6464.0206919436705,3998.8523099571503,49.67716765436776,False,Ground,100,Normal,61488.99
Bevel,Marine,Stainless Steel,1.8649905912881557,28,2642.41702547569,294.842164070366,73.48333331123501,False,Ground,25,Urgent,89285.23
Bevel,Automotive,Cast Iron,8.816897507424065,50,2479.4598373834124,2429.4277865439653,62.213911475877886,False,Polished,100,Urgent,42344.17
Worm,Industrial,Steel,1.8644744763059888,21,2851.496152860083,2161.0110963772995,42.39840087846842,False,Raw,1,Urgent,85042.28
Bevel,Agricultural,Steel,1.1186203397450618,198,5050.388337604082,1090.940999012913,4.999407524216487,True,Polished,10,Urgent,81957.78
Helical,Aerospace,Stainless Steel,5.224578196047749,164,9766.800342015173,2975.583517720755,30.758735617353615,True,Ground,10,Normal,82871.1
Worm,Marine,Steel,7.581439197814008,121,1180.9264209865423,1991.8818747033356,92.00589091077697,True,Polished,25,Urgent,94855.78
Spur,Agricultural,Cast Iron,5.117833040293365,39,5055.069734874782,1070.037374060419,23.06338362367968,False,Polished,50,Normal,29315.49
Spur,Marine,Cast Iron,1.462695462878825,72,6854.219178181245,4150.157705028863,61.781509724864094,False,Ground,10,Urgent,44137.41
Worm,Industrial,Stainless Steel,7.210262020796406,69,2532.0429125316373,3337.4079067740195,90.83683085323966,True,Raw,5,Normal,97265.01
Helical,Agricultural,Steel,6.780993585020658,55,9694.211535069442,159.54896766236726,49.32283764769666,True,Polished,10,Urgent,74956.02
Spur,Aerospace,Steel,7.1337675801209945,94,3555.315115396159,2559.1369449598023,45.181607759781045,False,Polished,1,Urgent,48381.17
Spur,Marine,Stainless Steel,2.900822422141445,162,9330.320554335134,1429.4028484051369,14.965331025638015,False,Raw,1,Urgent,69522.95
Bevel,Industrial,Alloy Steel,8.161285682306792,136,6013.818760274676,4584.050090430771,98.08055226492843,True,Ground,10,Normal,91461.3
Bevel,Agricultural,Alloy Steel,5.3125139057332005,156,140.38638347086575,3655.346165346171,18.49029138917687,False,Raw,1,Normal,76721.93
Helical,Marine,Steel,5.827175295313962,90,3180.010167186314,3096.912015091163,48.66431792948447,True,Ground,100,Normal,52193.76
Worm,Marine,Cast Iron,5.912470086888242,96,313.3315827474023,536.364997726577,17.961611584322615,True,Polished,5,Urgent,70687.15
Helical,Aerospace,Alloy Steel,3.581257933640809,49,3876.6097274578487,4660.164982164716,35.48996509901336,True,Raw,100,Normal,55779.03
Worm,Industrial,Steel,3.2512069390333806,41,9332.086911454662,806.586097501028,88.51687264956784,True,Honed,10,Urgent,72701.53
Spur,Automotive,Alloy Steel,1.0428951743338275,158,7812.268501588294,2308.658538250686,64.68875105198492,True,Honed,5,Normal,68094.98
Bevel,Marine,Stainless Steel,4.569493078498603,43,6239.308094926608,3437.10369845921,1.9745805757623485,False,Polished,25,Urgent,98552.71
Helical,Agricultural,Alloy Steel,5.3659268554515895,31,5431.665234910818,2524.3681599872702,96.7094844837364,True,Polished,50,Normal,56653.13
Helical,Aerospace,Alloy Steel,7.685233710897688,113,3788.5610395682234,4424.1031760496635,78.60684196570405,True,Honed,25,Urgent,79659.92
Worm,Aerospace,Stainless Steel,1.5996426484986999,75,2194.2430609942403,4193.172184279356,99.75606232508727,False,Raw,10,Normal,103098.44
Worm,Marine,Cast Iron,9.315904711588402,47,718.9966863541304,763.3024639745086,76.52380371744178,False,Raw,50,Urgent,47488.14
Helical,Marine,Steel,3.3756262142233737,182,1982.4520005764384,3126.4176748960335,76.7205121198321,False,Raw,10,Urgent,52703.37
Worm,Marine,Cast Iron,4.30048621115423,37,3580.048819034371,355.7954364115897,70.23850120805756,False,Ground,100,Urgent,49800.33
Helical,Automotive,Cast Iron,1.4352621903573564,18,5247.912054632717,3630.829779952646,42.901363889280994,True,Honed,100,Urgent,42210.8
Helical,Marine,Alloy Steel,6.87822769736311,45,2123.5985671117833,3706.502509365555,32.17957930493547,True,Honed,100,Normal,53412.94
Helical,Industrial,Steel,7.380305176508802,175,9745.853046627237,1788.0066332535548,52.993522711532826,True,Ground,50,Urgent,57632.31
Spur,Agricultural,Alloy Steel,9.35912095560789,145,860.8164523922762,3954.3097050884912,18.645519328911636,True,Polished,10,Urgent,64919.05
Worm,Marine,Stainless Steel,4.031461029837059,176,1038.4388556901008,3298.242009513009,72.5206835423464,False,Ground,50,Normal,105321.8
Bevel,Automotive,Cast Iron,3.316318568904101,73,6857.763383011214,2569.8485680725676,99.73459387649689,False,Raw,5,Urgent,43521.51
Bevel,Agricultural,Cast Iron,7.534778532137836,97,7575.109625142619,2330.835515350657,60.49251573898862,False,Polished,1,Normal,63673.95
Worm,Aerospace,Stainless Steel,7.361207995986351,84,9727.26954371814,634.7884739524195,85.78929513164711,True,Polished,10,Urgent,108533.29
Helical,Marine,Steel,9.434116520680483,139,5351.397792591,2702.4094986519754,18.060548028794432,False,Honed,25,Normal,47749.96
Bevel,Agricultural,Cast Iron,2.8478676180995555,71,1742.745889796589,864.889764207469,82.68197454969786,True,Ground,25,Urgent,50114.33
Bevel,Aerospace,Cast Iron,7.347633604250817,75,9385.496652234797,3314.549267033321,90.83590708514019,True,Polished,10,Normal,48551.03
Worm,Automotive,Steel,1.6018171947041882,189,9804.320494746938,3014.098434606043,84.04788869874115,False,Ground,5,Normal,73578.37
Bevel,Industrial,Alloy Steel,5.323312960814968,63,9242.787686040265,1523.601346239569,63.098694045348786,False,Polished,10,Normal,85900.45
Helical,Marine,Stainless Steel,2.074516995391375,156,8729.396167197401,1310.2954903928962,92.7116254537807,True,Raw,50,Urgent,61615.87
Worm,Industrial,Steel,6.878313892850247,71,867.9836353841218,2432.7062084435756,96.18523331558487,False,Ground,1,Urgent,83945.57
Helical,Automotive,Stainless Steel,6.413200855225172,88,8563.243846170286,2611.1907788840863,81.72100093306163,True,Raw,5,Urgent,91258.36
Bevel,Agricultural,Stainless Steel,1.4394964026675576,130,9536.946300166215,4009.8340492951784,55.164348887326334,False,Ground,100,Normal,72446.24
Bevel,Agricultural,Cast Iron,3.876560403262805,193,5567.913330644745,1589.3942003161367,83.6946091964553,True,Polished,1,Urgent,67513.22
Helical,Automotive,Steel,4.555302690490774,149,7748.619358250182,2076.770912924083,37.82212985061728,True,Ground,25,Normal,44684.02
Spur,Automotive,Stainless Steel,3.23254242561668,136,6642.866842350287,1782.1471653526673,35.312550947634065,False,Polished,1,Normal,85234.89
Bevel,Marine,Alloy Steel,1.3480303961692912,164,2951.775419171883,2031.172339039347,35.44283671335733,True,Polished,1,Urgent,114934.19
Spur,Aerospace,Stainless Steel,3.8693970649545295,29,5916.446112718965,2878.774522541727,20.722605341193145,False,Ground,10,Urgent,58803.1
Bevel,Industrial,Cast Iron,8.133624113057458,75,8904.797172500297,2831.6085067873737,62.671541483439235,False,Honed,100,Normal,47932.42
Spur,Industrial,Alloy Steel,4.240981797324784,90,5014.214277535005,1870.5774407628294,66.48633712764129,False,Raw,25,Urgent,36119.47
Spur,Agricultural,Alloy Steel,3.9103277971091797,70,5942.43889408189,3051.932892379447,86.1043221972679,False,Ground,1,Urgent,56364.71
Spur,Agricultural,Steel,9.47577824120426,166,5361.490877240342,3118.618943168588,69.75656380613324,False,Polished,50,Urgent,46843.71
Helical,Marine,Alloy Steel,1.3746764684305117,69,2895.8082853118553,2681.7993755483017,78.21377707379463,False,Polished,1,Urgent,82497.13
Spur,Automotive,Steel,7.9055937607778475,72,6472.2647737409325,2316.5723657468516,69.19437952121335,False,Raw,10,Urgent,43013.73
Spur,Industrial,Steel,5.34784238482915,129,5143.753360890673,481.88941530613386,70.00750524576108,True,Polished,5,Normal,48225.6
Spur,Marine,Alloy Steel,9.500162567594867,90,2402.205348289829,2752.2134328872894,34.71429550259528,True,Ground,5,Urgent,67732.16
Bevel,Agricultural,Steel,4.541236697470526,82,8964.243707964559,3592.229953385746,96.62259269414857,True,Honed,5,Normal,58685.08
Spur,Agricultural,Steel,7.372381033049696,182,9505.45335996598,1155.1030091585196,64.2402953839751,False,Honed,50,Normal,38658.52
Bevel,Industrial,Alloy Steel,1.6294182795146335,99,648.1892872895774,3911.3923134789143,59.12651576651907,True,Raw,1,Normal,71093.31
Spur,Agricultural,Cast Iron,9.358951830254929,98,6261.25269232607,2973.508398323409,84.87445456710653,False,Polished,100,Urgent,34701.26
Spur,Agricultural,Stainless Steel,4.1008840011873335,150,4208.952333427436,1263.852696543053,42.6746488380735,False,Raw,100,Urgent,57852.81
Helical,Aerospace,Steel,5.716041182058579,99,5306.947671887079,898.4612348841775,10.528997084466477,False,Raw,25,Urgent,51238.6
Bevel,Automotive,Steel,2.246334478866704,144,3800.9142851722895,1302.4671113640966,24.770154826910886,True,Polished,1,Urgent,84372.34
Spur,Agricultural,Alloy Steel,9.510020840982168,197,4796.148987520721,3819.521880127436,81.00107740715862,True,Honed,5,Urgent,64359.67
Bevel,Aerospace,Stainless Steel,7.056733635369041,50,3301.995944715557,1327.508184686165,73.44962403660962,False,Polished,5,Normal,86662.56
Bevel,Marine,Stainless Steel,1.4855272915250102,187,1264.2724511684228,3447.796221139643,12.601689643790982,True,Raw,25,Normal,74273.4
Worm,Agricultural,Steel,2.3968610126135506,91,3090.123102581034,2774.5009673392465,7.895619632026628,True,Polished,1,Normal,99227.35
Helical,Marine,Alloy Steel,4.598505978783847,31,6736.289410291356,2779.543240017842,62.56871322042413,True,Raw,5,Normal,63567.44
Helical,Agricultural,Cast Iron,2.950939111458446,92,598.7770730666407,4277.736676650962,93.92617676228662,True,Polished,25,Urgent,39227.02
Helical,Industrial,Stainless Steel,3.7416301256469753,30,3889.0506227257038,4386.162894602561,18.31714768271122,False,Polished,10,Normal,69914.18
Worm,Aerospace,Cast Iron,9.977420447885589,199,518.761753579199,2730.853858017426,55.353193798877925,True,Raw,5,Urgent,70440.11
Worm,Aerospace,Alloy Steel,6.927838274348223,165,3627.0360585373364,419.9238014055899,81.38477689664667,False,Honed,10,Normal,92156.04
Helical,Industrial,Cast Iron,9.299958420830068,164,967.3557459461998,889.8047202046567,53.34057234696071,True,Honed,1,Urgent,64255.69
Worm,Automotive,Alloy Steel,4.922185373688961,154,3462.4369637382615,4748.470528807661,35.7615140942172,True,Honed,50,Normal,76269.09
Worm,Aerospace,Steel,7.39254056041511,160,8397.06817715162,759.9696756428078,79.26673793046085,True,Raw,100,Urgent,61638.27
Worm,Marine,Cast Iron,5.137212629451598,186,6172.746145196663,4193.223689687251,77.35136889061513,False,Raw,1,Normal,42647.43
Helical,Aerospace,Steel,3.954020885695217,174,6854.714800503789,2747.99334700973,83.21805383386402,True,Ground,50,Urgent,51285.67
Helical,Automotive,Steel,5.672558318509506,183,5087.621264493275,658.6603248894015,94.56508622374113,False,Honed,25,Urgent,69526.77
Helical,Marine,Alloy Steel,4.84579937608738,145,9231.578843726993,4605.568160396291,15.91248027734542,True,Polished,50,Normal,68127.81
Worm,Marine,Cast Iron,9.824865838126243,127,5457.470518218238,4647.7144099890165,34.73730071873235,True,Ground,25,Normal,60304.76
Helical,Industrial,Stainless Steel,5.4654976469476075,112,1132.5114725238323,3115.271386645065,98.6127440998198,True,Raw,5,Normal,70939.32
Worm,Agricultural,Cast Iron,8.300018196089159,162,9337.720300227564,2005.4142178772988,59.85908925064993,False,Polished,1,Urgent,68933.17
Spur,Industrial,Stainless Steel,7.0013752146626365,50,1417.3273425545872,3076.7440078844493,67.34286371373442,False,Raw,25,Urgent,63189.34
Worm,Agricultural,Steel,5.3166451349568025,157,9991.7863839495,3176.024663530941,88.52543023958447,True,Polished,1,Urgent,122746.31
Bevel,Industrial,Steel,5.267350652197025,179,4410.304191976467,3148.477473593093,69.41336615668078,True,Ground,1,Normal,64531.53
Helical,Agricultural,Alloy Steel,4.077011053558339,47,827.5061241446647,3693.7006919345267,68.64013026032119,False,Polished,25,Urgent,87812.8
Helical,Aerospace,Stainless Steel,1.962836268688505,167,8654.610844025578,429.0078149348777,11.345796133546878,False,Polished,25,Urgent,104332.63
Bevel,Marine,Cast Iron,7.853223960435851,94,1019.5407248151898,602.3970714020713,51.177251619619305,False,Ground,50,Urgent,42651.94
Worm,Agricultural,Alloy Steel,9.26285313880485,105,1826.8799780169415,1485.6148515175898,67.64615000006546,True,Raw,5,Normal,83396.78
Spur,Aerospace,Alloy Steel,2.961593691941059,197,4231.735815140883,1813.4917717116732,80.92188219262077,False,Honed,5,Normal,57166.85
Bevel,Automotive,Alloy Steel,9.331061445362776,177,6794.2440826837565,3226.34932685186,41.91057157534233,False,Raw,10,Normal,63013.5
Bevel,Industrial,Cast Iron,3.0907379625245035,183,1299.2861624977666,942.1877756363942,13.229970268648119,False,Raw,50,Normal,38335.69
Worm,Automotive,Alloy Steel,5.770711917853976,13,6263.98932071104,2751.043359748424,37.216736894579256,True,Raw,50,Urgent,65767.33
Helical,Aerospace,Cast Iron,4.092597965144241,84,7825.825181831446,1008.1636799555996,43.54379978920417,True,Polished,1,Normal,41378.8
Worm,Automotive,Alloy Steel,2.030579073210324,46,1322.6114310502282,1841.8828797056203,75.34988678542665,False,Honed,1,Normal,105285.42
Bevel,Automotive,Stainless Steel,1.475545374599926,140,6510.949058718804,4683.945318832379,2.95830926851366,False,Polished,25,Normal,109698.53
Bevel,Aerospace,Steel,4.288118789298046,185,9592.871227100439,4488.926993588509,39.193984483797536,False,Polished,10,Normal,69563.35
Helical,Marine,Stainless Steel,1.4260947809449596,199,9677.21085781112,4770.209260001265,45.34047800941913,False,Raw,1,Urgent,68171.03
Helical,Agricultural,Stainless Steel,1.9378579378406617,74,1700.4597773282205,2997.955357841843,55.46144398456202,False,Polished,50,Urgent,70348.51
Helical,Industrial,Alloy Steel,2.280678209181858,106,7621.070456967992,2556.3710442144397,97.02994983799849,False,Raw,10,Normal,53454.11
Worm,Agricultural,Stainless Steel,1.0172413556109916,56,8481.661104003719,4259.682649698928,74.31960417259309,False,Ground,50,Normal,68665.15
Helical,Industrial,Stainless Steel,2.379269942592881,136,8900.736056783253,490.35790051169494,23.020496909998933,True,Honed,50,Urgent,59130.76
Bevel,Agricultural,Stainless Steel,6.1955081234053715,196,3304.4460437202206,4894.402287453555,63.73256865624151,True,Raw,50,Urgent,92564.68
Bevel,Automotive,Alloy Steel,8.375708098863427,48,2774.1726497138675,2365.6245355633205,35.26667710203247,False,Raw,5,Urgent,65048.88
Spur,Marine,Cast Iron,2.7408696346726287,18,573.8245450677285,3411.3531108007905,81.33004282773545,True,Polished,50,Normal,32168.73
Worm,Automotive,Steel,1.7278534346275025,121,4054.770630708105,3669.5025881121096,17.935902892045313,True,Raw,5,Normal,57157.08
Spur,Marine,Steel,7.56562778592285,155,1327.1688441530725,3181.3152516118125,15.30580568657504,False,Honed,1,Normal,51692.2
Bevel,Aerospace,Cast Iron,1.0734644031149443,189,7883.94742017109,4468.473280683518,11.037993957556523,True,Raw,50,Normal,38389.28
Spur,Industrial,Cast Iron,7.607458918327431,153,1515.3690614987593,1511.990313948117,54.86636370570003,True,Polished,100,Urgent,33836.35
Bevel,Industrial,Stainless Steel,2.1800551228019316,145,8207.162963378658,2708.3100515413284,13.202251752053543,False,Ground,25,Normal,96927.7
Spur,Aerospace,Steel,3.0545655590746312,160,1165.3742585996379,2208.4961156044665,5.133606853967911,True,Honed,100,Normal,37977.82
Helical,Agricultural,Cast Iron,2.0806291979922658,149,4858.093244685209,3550.231239460605,33.91314804846582,False,Raw,25,Urgent,35513.13
Spur,Aerospace,Stainless Steel,3.2260434134625506,43,3907.8791544293313,2036.0643459080388,80.01849172552934,False,Ground,100,Normal,49814.43
Helical,Aerospace,Steel,8.183583446156154,145,6055.28346771422,4475.015163557549,16.45130721604228,True,Honed,5,Normal,66036.36
Helical,Marine,Alloy Steel,2.192896946125682,13,5235.841380787014,2503.10766494143,36.43113625436775,False,Honed,5,Normal,74859.1
Worm,Aerospace,Alloy Steel,9.947490690641805,50,6026.402608935465,2726.439723820772,44.138065404763296,True,Raw,10,Normal,86935.78
Helical,Industrial,Steel,3.943879984880127,60,109.54048352023341,2517.62701244716,87.7210440940661,True,Honed,50,Normal,45742.04
Helical,Automotive,Steel,9.29771312957496,38,1362.2858114655032,3150.917364514158,48.15997271092821,True,Polished,50,Urgent,51001.41
Spur,Marine,Alloy Steel,2.7102977185199197,67,5219.489829039125,2600.9674258969544,51.68358585753502,True,Ground,50,Urgent,70045.13
Bevel,Marine,Alloy Steel,2.6910776794996156,25,2373.694426497748,4693.348683393153,26.207850835550037,False,Raw,50,Normal,63441.0
Worm,Agricultural,Steel,6.088021147387664,162,855.53983128229,742.4997991805961,67.18575453127215,False,Polished,10,Urgent,89928.5
Helical,Automotive,Stainless Steel,1.4554007641421014,114,2255.2407384091707,165.7940094501759,3.5405771491944384,True,Polished,1,Normal,113764.72
Worm,Marine,Cast Iron,8.209026078720335,129,7820.609625993422,2656.7530213066266,96.47955014887332,False,Ground,5,Urgent,65822.1
Spur,Aerospace,Cast Iron,4.956537256012485,133,5462.77152104623,3846.690988451911,50.313908047950704,False,Honed,5,Urgent,51016.07
Helical,Marine,Steel,7.2927682601756905,116,1981.7611531504274,3276.1593177796444,7.119511945079272,False,Ground,25,Normal,38970.96
Spur,Marine,Cast Iron,2.5716898314641745,190,258.1858830583809,4817.397342160782,56.35787416029191,False,Polished,100,Urgent,33375.87
Worm,Marine,Alloy Steel,6.781216157075713,36,3640.196377032789,993.1573519307035,51.88423464124735,False,Raw,50,Normal,62668.53
Spur,Agricultural,Alloy Steel,6.346635889165242,64,3638.9489588439383,3500.5145788433583,24.829546475910472,False,Polished,5,Normal,65861.05
Worm,Marine,Cast Iron,7.800951267261494,22,7377.739565574709,4097.752472529399,21.672151622179694,True,Honed,25,Urgent,45679.8
Spur,Marine,Steel,3.6766116338587356,174,9202.418196118668,4569.113397824101,27.80581741703332,True,Raw,10,Urgent,38175.71
Worm,Agricultural,Alloy Steel,9.398490174743582,194,3782.9391837865137,2689.9021583769572,13.84346895980202,False,Polished,25,Urgent,83418.25
Bevel,Automotive,Stainless Steel,9.651709624561587,197,6912.513541833037,1879.221204071633,53.61081776966831,True,Polished,100,Normal,71227.66
Spur,Industrial,Stainless Steel,8.813112500992194,48,6385.564822077215,4781.27004074397,88.0146613914948,False,Raw,50,Urgent,51868.65
Spur,Agricultural,Alloy Steel,6.148303895444876,20,4278.594815901998,3978.208502002422,92.38963141170633,False,Raw,25,Urgent,54297.26
Bevel,Agricultural,Alloy Steel,4.782594435952155,39,752.3117968699796,2407.1352806510113,95.34571915148517,False,Polished,50,Urgent,74696.24
Bevel,Marine,Cast Iron,1.5219317671295935,66,4787.298560933245,3290.7136887414817,60.43704525464602,True,Polished,10,Normal,50412.3
Spur,Marine,Steel,9.525050213148907,185,3605.9717007071354,1465.0267149768276,62.53335656164325,True,Polished,10,Normal,50197.55
Bevel,Industrial,Cast Iron,9.566032093285301,138,5546.924419921814,3112.7251822657618,31.74115877230605,True,Raw,10,Urgent,66286.83
Helical,Marine,Steel,1.1681960948171546,81,1341.431076827549,2746.145551952148,88.64921156737952,True,Polished,100,Urgent,54721.99
Worm,Aerospace,Stainless Steel,4.2119879197664805,38,7269.974049357693,292.2040876629626,49.326408466565674,True,Ground,25,Urgent,109951.88
Worm,Marine,Stainless Steel,8.920327314324357,21,7898.729295200903,4342.164378642353,28.651554107475707,False,Polished,50,Normal,99999.71
Worm,Marine,Steel,1.7276682973565647,162,3945.770251276521,2501.9420202218735,96.60111820170606,True,Honed,5,Normal,86192.06
Helical,Aerospace,Cast Iron,2.7690973903918663,160,1835.231022888818,2450.709214123491,70.83243642773073,True,Raw,50,Urgent,35898.04
Bevel,Industrial,Alloy Steel,9.808095851376317,184,6273.422311401288,1488.806325878054,47.000493248142725,True,Honed,25,Normal,67076.93
